Lead Number,Prospect ID,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,City,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
598804,7b554bb4-612c-4b06-92cf-cbbc8e9f6b6f,Landing Page Submission,Organic Search,No,No,1,3.0,16,1.5,Email Opened,India,Human Resource Management,Housewife,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,No,Yes,Email Opened
598798,0f3d78c0-4ac9-4747-b491-d833373dd63c,Landing Page Submission,Direct Traffic,No,No,1,8.0,1631,4.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,Yes,SMS Sent
598793,778e4fe0-a0b6-479e-8f0d-d097a7393c87,Landing Page Submission,Direct Traffic,No,No,0,2.0,1450,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Mumbai,No,Yes,Email Opened
598792,67a4e05f-45df-4dd2-8a77-3d122e10f6cf,API,Google,No,No,1,2.0,865,2.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
598790,2dd27ce5-53d5-41e7-bd85-15fd70906e4d,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
598778,1f72e1a2-b2a3-4707-984c-589fd64dc479,Landing Page Submission,Direct Traffic,No,No,0,5.0,166,5.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
598777,70ebb90d-2812-4191-8a16-1f6b2944c77a,Landing Page Submission,Google,No,No,0,4.0,27,4.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
598771,ec4ceddb-00ae-4481-b668-9f88bdc0d8b7,Landing Page Submission,Direct Traffic,No,No,0,4.0,339,4.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,Email Opened
598763,d679af25-2083-4dfb-8df0-225a2a8744e6,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Email Opened
598761,30f0de77-425c-4d14-9653-abcb9a03d254,Landing Page Submission,Google,No,No,0,4.0,113,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
598759,d02605ec-9edd-4bab-ad8f-452a7d8b4c2d,Landing Page Submission,Google,No,No,1,1.0,822,1.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Thane & Outskirts,No,No,Modified
598757,41be9bb9-d021-4594-a46d-e0b44759bf1a,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Modified
598756,5e9f9d78-d2d6-424e-b3e7-b0b58341f1c6,Landing Page Submission,Google,No,No,0,4.0,1065,4.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Mumbai,No,No,SMS Sent
598753,aa994ac7-bf38-4b47-85cd-afbdd9c556b8,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,India,Human Resource Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,No,No,Email Opened
598752,4be71c12-4790-4001-8502-404fc2a7f880,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,1606,1.0,Email Bounced,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Email Bounced
598748,6f2d660e-2b18-48bf-a482-23a84a610fc8,Landing Page Submission,Google,No,No,1,4.0,1337,4.0,Page Visited on Website,India,Marketing Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,No,No,Page Visited on Website
598742,21ed04dc-f9a4-41a8-9a41-16b74531ab7d,Landing Page Submission,Direct Traffic,No,No,1,3.0,1371,3.0,SMS Sent,India,Business Administration,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
598737,9df349fb-1d0c-43aa-822c-e8e8053968c5,API,Olark Chat,No,No,0,1.0,1687,1.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Email Opened
598730,2d9a1b63-2cc7-48c4-8ab2-03a96716c2fa,Landing Page Submission,Google,No,No,0,3.0,338,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
598712,fef32ecc-a187-4141-9fd8-dbfb0a8dc55a,Landing Page Submission,Organic Search,Yes,No,0,7.0,24,7.0,Email Bounced,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Modified
598694,d32ce90e-687f-4ca1-b41c-22d96db74e19,Landing Page Submission,Google,No,No,0,5.0,60,5.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Mumbai,No,No,Email Opened
598691,518664e7-a6c4-4158-bde5-31b55447356b,Landing Page Submission,Google,No,No,0,2.0,465,2.0,Converted to Lead,United Kingdom,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to Others,Low in Relevance,No,No,Thane & Outskirts,No,No,Modified
598675,b7d30f9f-87e5-4279-b55c-831a4f3a640b,Landing Page Submission,Google,No,No,1,4.0,1005,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,Email Opened
598657,7a128cec-21b4-4c58-a91e-43054907ce7a,API,Google,Yes,No,0,3.0,35,3.0,Unsubscribed,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Not Sure,No,No,Mumbai,No,No,Unsubscribed
598621,84f33ea1-412d-4def-b7d9-a32ad9af66e4,Landing Page Submission,Google,No,No,0,5.0,408,5.0,Email Opened,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Thane & Outskirts,No,No,Email Opened
598619,4ee4d164-f479-46cf-8a6b-c77aa3a42bb2,Landing Page Submission,Organic Search,No,No,0,3.0,1531,3.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,number not provided,Worst,No,No,Mumbai,No,No,Email Opened
598617,6cc9046a-5b94-48b7-8a2e-bc3737a5d5d6,Landing Page Submission,Direct Traffic,No,No,1,3.0,1247,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Thane & Outskirts,No,No,Email Opened
598615,1684342e-ae7b-40f4-aa9e-6acfa7c2e31e,API,Olark Chat,Yes,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
598614,b6ae58c9-6d38-46c0-a29a-7bda80769d9e,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
598607,539eb309-df36-4a89-ac58-6d3651393910,Landing Page Submission,Organic Search,No,No,0,2.0,172,2.0,Converted to Lead,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Not Sure,No,No,Mumbai,No,Yes,Modified
598596,e81b5553-7199-4493-9c7a-09b2511f2143,Landing Page Submission,Organic Search,No,No,0,13.0,217,4.33,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Mumbai,No,Yes,Email Opened
598588,c3a58704-80e2-47ca-b6fe-bdf54b9ef69d,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,281,1.0,Email Bounced,United States,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Tier II Cities,No,Yes,Modified
598580,40ce5295-7de5-453b-85d1-07ce741fe9c6,Landing Page Submission,Direct Traffic,No,No,0,2.0,62,1.0,Converted to Lead,India,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,Yes,Modified
598572,0d2cdd3e-a723-4663-9f17-ddb6a675c8e4,Landing Page Submission,Google,No,No,1,5.0,57,2.5,Email Opened,India,Finance Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,No,No,Email Opened
598556,d1d0d30e-7e88-4978-80e2-8209b9b2dc0d,Landing Page Submission,Organic Search,No,No,0,5.0,1465,5.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Metro Cities,No,Yes,SMS Sent
598532,4c1f0ade-65f3-4863-90c7-8ef1f475fae1,API,Organic Search,No,No,1,15.0,914,5.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Thane & Outskirts,No,No,SMS Sent
598522,1a170952-aa30-4357-8b88-595f9985b7cd,Landing Page Submission,Direct Traffic,No,No,0,5.0,335,1.25,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,Page Visited on Website
598518,0dd3a286-f906-4e08-93d5-c714037c7115,Landing Page Submission,Direct Traffic,No,No,1,3.0,1886,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Thane & Outskirts,No,Yes,SMS Sent
598510,2f334d55-deb5-4def-aa2f-845ee8a2dff2,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
598507,2ecf702d-fc9c-41d3-878e-eb5980073379,Landing Page Submission,Direct Traffic,No,No,0,2.0,84,2.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,Email Opened
598501,0c76dbcb-1b40-4b04-92fb-0427f3e930b4,Landing Page Submission,Google,No,No,0,5.0,282,2.5,Page Visited on Website,India,International Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,Mumbai,No,No,Modified
598485,0bdf3ca6-4d24-4ca6-8a67-e3b0edb02dae,API,Organic Search,No,No,0,6.0,155,6.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
598484,db8c7aec-61fe-4280-8e00-f98cca071251,Landing Page Submission,Direct Traffic,No,No,0,2.0,1047,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Might be,No,No,Other Cities of Maharashtra,No,Yes,Email Opened
598481,07c3952c-5a62-4ac8-ac1f-5a74bc4dfb51,API,Organic Search,No,No,0,4.0,1144,2.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
598463,81d80605-5fe5-427c-b5a2-440d182a4f34,API,Olark Chat,No,No,0,1.0,101,1.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Cities,No,No,SMS Sent
598461,a11975ac-a4e3-4e4e-b035-e1601476b03c,Landing Page Submission,Organic Search,No,No,0,13.0,181,13.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Mumbai,No,Yes,SMS Sent
598458,ba2e2014-707b-46a2-843c-498abf873d77,Landing Page Submission,Direct Traffic,No,No,0,3.0,202,3.0,Page Visited on Website,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Thane & Outskirts,No,No,Page Visited on Website
598455,3f42b643-5115-47b4-8384-f5e8508ad9cf,Landing Page Submission,Direct Traffic,No,No,1,2.0,1201,2.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,No,Yes,Email Opened
598440,cf3b2009-367a-4ba1-a7ca-720ce20262e5,API,Direct Traffic,No,No,1,2.0,2140,2.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
598425,cef16ebf-ab9e-49b7-a9a0-b663f9fa4b09,Landing Page Submission,Direct Traffic,No,No,1,8.0,826,1.6,Page Visited on Website,India,Business Administration,Working Professional,Better Career Prospects,No,No,No,No,No,No,Yes,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,Page Visited on Website
598402,bba74319-eb8b-4eff-8d8e-70043b97fb00,Landing Page Submission,Direct Traffic,No,No,1,18.0,239,3.0,Email Opened,India,Operations Management,Other,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Other Metro Cities,No,Yes,Email Opened
598391,39d2a9e7-deee-4b68-920b-c238a0af9f96,Landing Page Submission,Direct Traffic,No,No,1,5.0,1186,5.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
598377,ba71be4b-f9d5-41b9-b98e-0485db2f34ac,API,Google,No,No,1,26.0,1157,2.17,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,Email Opened
598355,3797a6ec-779b-4755-8cf9-0dbbc2a98db2,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,218,1.0,Email Bounced,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Modified
598347,2092dade-452d-4e3f-9f40-ea5ed0fa0c5d,Landing Page Submission,Organic Search,No,No,0,3.0,10,3.0,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Not Sure,No,No,Other Cities of Maharashtra,No,No,Modified
598343,48413973-599a-460b-9570-95c65199209f,Landing Page Submission,Organic Search,No,No,1,8.0,1400,4.0,SMS Sent,India,Hospitality Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,Yes,SMS Sent
598338,c481f15f-20c3-4a82-8986-f245282b6c98,API,Google,No,No,0,1.0,1161,1.0,Converted to Lead,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
598330,9bfa8f16-beda-42c9-89d5-fb933da55cba,Landing Page Submission,Direct Traffic,No,No,0,3.0,292,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,Yes,Email Opened
598323,f5f1e2d6-5836-471c-b5f1-084170085eb7,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,No,No,Email Opened
598316,b85bb027-6ea9-4177-abc1-662826907250,Landing Page Submission,Organic Search,No,No,1,4.0,1,4.0,SMS Sent,United Arab Emirates,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,No,Yes,SMS Sent
598314,0dd4af95-9eea-4ad2-8dde-804752e9130c,Landing Page Submission,Google,No,No,1,4.0,1568,4.0,Email Opened,India,Finance Management,Housewife,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,No,No,Email Opened
598303,529c41cb-6f38-4db6-9b47-ae017fda5340,Landing Page Submission,Direct Traffic,No,No,0,2.0,1151,2.0,Converted to Lead,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
598302,1d295e17-7649-4de2-972f-5d4623f017d7,Landing Page Submission,Direct Traffic,No,No,1,3.0,803,3.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,Yes,SMS Sent
598301,b6977f0b-5dc5-4c4d-9e1d-a96c55c773ba,API,Organic Search,No,No,0,5.0,92,5.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Other Cities,No,No,Email Opened
598294,05e004c8-aebf-4eaf-bc55-64d0059b9dbf,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,335,3.0,Email Bounced,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Mumbai,No,Yes,Modified
598285,e243fa83-6528-42dc-9cf3-07306ab5a920,API,Google,No,No,0,3.0,636,1.5,Page Visited on Website,unknown,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Page Visited on Website
598262,b25c5f36-d71a-4696-9f89-7f5b4168e72e,Landing Page Submission,Organic Search,Yes,No,0,5.0,87,5.0,Email Bounced,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Email Bounced
598257,84f04386-1bb0-4284-9465-f4d8531909d8,Landing Page Submission,Google,Yes,No,0,1.0,246,1.0,Email Bounced,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Not Sure,No,No,Mumbai,No,No,Modified
598251,3c225062-8d66-4871-832d-bd7d4561b87a,Landing Page Submission,Google,No,No,0,7.0,202,7.0,Page Visited on Website,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Not Sure,No,No,Thane & Outskirts,No,No,Modified
598250,89ebdd34-f7dd-4129-baf1-4fffe42093c9,API,Olark Chat,No,No,0,1.0,132,1.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,No,Olark Chat Conversation
598246,35edb0f7-9466-4e9f-9e38-091967af9b7f,API,Google,No,No,1,7.0,1479,2.33,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
598242,2bd4d28a-d5d4-401c-a9d1-f3dd9e2c579b,Lead Add Form,Welingak Website,Yes,No,1,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
598213,3e625b3e-1ba7-47b3-a070-72b210bace47,Landing Page Submission,Direct Traffic,No,No,0,1.0,273,1.0,Converted to Lead,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
598210,770d256b-7d88-480e-9c1a-4b790412db06,API,Direct Traffic,No,No,1,11.0,1411,1.38,Email Opened,India,Human Resource Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Mumbai,No,No,Email Opened
598209,95cabd12-c8e4-498a-adf0-e310876999ff,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
598207,cbd694ab-ebe7-4429-8599-f8b2ec8bb154,Landing Page Submission,Direct Traffic,No,No,0,5.0,1340,1.67,SMS Sent,India,Healthcare Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Cities,No,Yes,SMS Sent
598202,3bff4e5f-4540-4f3f-a2f1-b3dc72025736,Landing Page Submission,Direct Traffic,No,No,1,6.0,1317,6.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
598199,8fecb1f3-e4b8-4ce2-9439-114dfdf87759,Lead Add Form,Welingak Website,No,No,1,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
598175,c668d433-60d7-479d-897a-1e74f5137133,Landing Page Submission,Organic Search,Yes,No,1,4.0,56,4.0,Email Bounced,India,Finance Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,No,Yes,Email Bounced
598171,60e020ce-9db3-4dfe-9525-06fde96c8bac,Landing Page Submission,Direct Traffic,No,No,0,9.0,69,4.5,SMS Sent,Australia,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
598170,9338b77d-3558-4f5a-b6e8-4f4b8e01ad9d,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Email Opened
598165,96c5d1c4-b424-49a1-b4f5-f2ffaa4af15a,API,Google,No,No,1,2.0,1345,1.0,Email Opened,India,Business Administration,Other,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Cities,No,No,Email Opened
598159,96d83706-75a7-4f03-a674-0f23a53bb7ea,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,95,3.0,Email Bounced,United States,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Modified
598150,4cdfbf15-0bde-4ac5-9570-2fe3b2dc16f8,API,Direct Traffic,No,No,0,4.0,287,2.0,Page Visited on Website,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
598132,8377d1f6-b952-4e63-9fb1-aeb388c39662,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,India,Human Resource Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Mumbai,No,No,Email Opened
598127,acb7662d-d063-4104-a60e-c9eadb695535,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
598119,4015221f-511b-4c16-aef7-3f47d70d24ad,Landing Page Submission,Direct Traffic,No,No,0,2.0,346,2.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Metro Cities,No,Yes,SMS Sent
598116,0ed96da5-d5a4-4394-bb9c-4868863546f4,Landing Page Submission,Direct Traffic,No,No,1,4.0,72,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Not Sure,No,No,Mumbai,No,Yes,Modified
598110,569a6c93-6e8a-4d6b-a419-5775c867d5ac,Landing Page Submission,Direct Traffic,No,No,1,5.0,1449,5.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
598109,ae46687d-fa5b-4079-9f78-88cf690b7702,Landing Page Submission,Direct Traffic,No,No,1,5.0,1270,2.5,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
598098,e3e33b84-15ff-4aac-97de-95f026c064a9,Landing Page Submission,Direct Traffic,No,No,0,2.0,1372,2.0,SMS Sent,India,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Other Cities of Maharashtra,No,Yes,SMS Sent
598094,47feb397-4e64-4973-b184-e3c0ba36be81,API,Google,No,No,1,6.0,1016,3.0,Olark Chat Conversation,India,Operations Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,No,Yes,Olark Chat Conversation
598087,473b4a67-6020-451b-90e1-27de1ec4da52,Landing Page Submission,Google,No,No,0,4.0,364,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,No,Email Opened
598074,4ed4d17c-110c-4ef5-b173-f0766e93f061,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Olark Chat Conversation
598071,23750897-9525-4af2-9825-3b9468d10c2e,Landing Page Submission,Direct Traffic,No,No,0,11.0,148,2.2,Olark Chat Conversation,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Modified
598068,12ba7449-2332-4e07-8f8e-3f6b8f73549f,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Email Opened
598067,6662fcbe-a1b8-4e2f-b25e-0e912d37acf1,Landing Page Submission,Google,No,No,0,3.0,298,3.0,Email Opened,India,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
